Room ACADMY_AUD
Dept  Coursenum  Class Title                    Day        Start Time  End Time
MATH  1500-02    CALC_I_FOR_ARCH,_MGMT_&_HASS   Friday     12:00PM     01:20PM 
MATH  1500-03    CALC_I_FOR_ARCH,_MGMT_&_HASS   Friday     12:00PM     01:20PM 
MATH  1500-04    CALC_I_FOR_ARCH,_MGMT_&_HASS   Friday     12:00PM     01:20PM 
ECON  2020-03    INTERMEDIATE_MACROECON_THEORY  Friday     02:00PM     03:50PM 
32 entries

Room ARMORY_209
Dept  Coursenum  Class Title                    Day        Start Time  End Time
----  ---------  -----------------------------  ---------  ----------  --------
USNA  1010-01    INTRODUCTION_TO_NAVAL_SCIENCE  Monday     08:00AM     09:50AM 
USNA  1010-02    INTRODUCTION_TO_NAVAL_SCIENCE  Monday     10:00AM     11:50AM 
USNA  2030-01    NAVAL_LEADERSHIP_&_MGMT_I      Tuesday    08:00AM     09:50AM 
USNA  2030-02    NAVAL_LEADERSHIP_&_MGMT_I      Tuesday    10:00AM     11:50AM 
USAR  2060-01    APPLIED_MIL_LEADERSHIP_I       Tuesday    03:00PM     04:50PM 
USAR  2010-01    APPLIED_LEADERSHIP_I           Tuesday    04:00PM     04:50PM 
USAR  1010-01    FUND_OF_MILITARY_SCI_I         Wednesday  04:00PM     04:50PM 
USNA  1010-01    INTRODUCTION_TO_NAVAL_SCIENCE  Thursday   08:00AM     09:50AM 
USNA  1010-02    INTRODUCTION_TO_NAVAL_SCIENCE  Thursday   10:00AM     11:50AM 
USNA  2030-01    NAVAL_LEADERSHIP_&_MGMT_I      Friday     08:00AM     09:50AM 
USNA  2030-02    NAVAL_LEADERSHIP_&_MGMT_I      Friday     10:00AM     11:50AM 
11 entries

Room ARMORY_302
Dept  Coursenum  Class Title             Day       Start Time  End Time
----  ---------  ----------------------  --------  ----------  --------
USNA  2070-01    NAVAL_SHIPS_SYSTEMS_II  Monday    08:00AM     09:50AM 
USNA  2070-02    NAVAL_SHIPS_SYSTEMS_II  Monday    10:00AM     11:50AM 
USNA  2050-01    NAVIGATION              Tuesday   08:00AM     09:50AM 
USNA  2050-02    NAVIGATION              Tuesday   10:00AM     11:50AM 
USNA  2070-01    NAVAL_SHIPS_SYSTEMS_II  Thursday  08:00AM     09:50AM 
USNA  2070-02    NAVAL_SHIPS_SYSTEMS_II  Thursday  10:00AM     11:50AM 
USNA  2050-01    NAVIGATION              Friday    08:00AM     09:50AM 
USNA  2050-02    NAVIGATION              Friday    10:00AM     11:50AM 
8 entries

Room ARMORY_407
Dept  Coursenum  Class Title                   Day     Start Time  End Time
----  ---------  ----------------------------  ------  ----------  --------
USAR  4010-01    ADV_MILITARY_MGMT_&_LEADER_I  Monday  02:30PM     04:50PM 
1 entries

Room CARNEG_101
Dept  Coursenum  Class Title                    Day        Start Time  End Time
----  ---------  -----------------------------  ---------  ----------  --------
STSS  4967-11    PD2_TECH_ISSUES_&_SOLUTIONS    Monday     08:00AM     09:50AM 
PHYS  4964-01    PHOTONICS                      Monday     10:00AM     11:50AM 
STSS  4967-06    PD2_TECH_ISSUES_&_SOLUTIONS    Monday     12:00PM     01:50PM 
IHSS  1971-01    PHIL,_TECH_&_THE_HUMAN_FUTURE  Monday     02:00PM     03:50PM 
ADMN  1962-01    ADMIN_CRSP                     Monday     06:00PM     06:50PM 
ADMN  1962-02    ADMIN_CRSP                     Monday     07:00PM     07:50PM 
ECSE  4720-01    SOLID_STATE_PHYSICS            Tuesday    12:00PM     01:50PM 
PHYS  4720-01    SOLID_STATE_PHYSICS            Tuesday    12:00PM     01:50PM 
STSS  4967-09    PD2_TECH_ISSUES_&_SOLUTIONS    Tuesday    02:00PM     03:50PM 
ADMN  1962-03    ADMIN_CRSP                     Tuesday    06:00PM     06:50PM 
ADMN  1962-04    ADMIN_CRSP                     Tuesday    07:00PM     07:50PM 
STSS  4967-15    PD2_TECH_ISSUES_&_SOLUTIONS    Wednesday  10:00AM     11:50AM 
STSS  4967-08    PD2_TECH_ISSUES_&_SOLUTIONS    Wednesday  12:00PM     01:50PM 
MATH  1010-34    CALCULUS_I                     Wednesday  04:00PM     04:50PM 
MATH  1010-38    CALCULUS_I                     Wednesday  04:00PM     04:50PM 
MATH  1010-40    CALCULUS_I                     Wednesday  04:00PM     04:50PM 
MATH  1010-42    CALCULUS_I                     Wednesday  04:00PM     04:50PM 
MATH  1010-44    CALCULUS_I                     Wednesday  04:00PM     04:50PM 
MATH  1010-46    CALCULUS_I                     Wednesday  04:00PM     04:50PM 
MATH  1010-48    CALCULUS_I                     Wednesday  04:00PM     04:50PM 
ADMN  1962-05    ADMIN_CRSP                     Wednesday  06:00PM     06:50PM 
ADMN  1962-06    ADMIN_CRSP                     Wednesday  07:00PM     07:50PM 
STSS  4967-12    PD2_TECH_ISSUES_&_SOLUTIONS    Thursday   08:00AM     09:50AM 
PHYS  4964-01    PHOTONICS                      Thursday   10:00AM     11:50AM 
STSS  4967-07    PD2_TECH_ISSUES_&_SOLUTIONS    Thursday   12:00PM     01:50PM 
IHSS  1971-01    PHIL,_TECH_&_THE_HUMAN_FUTURE  Thursday   02:00PM     03:50PM 
ADMN  1962-07    ADMIN_CRSP                     Thursday   06:00PM     06:50PM 
ADMN  1962-08    ADMIN_CRSP                     Thursday   07:00PM     07:50PM 
ECSE  4720-01    SOLID_STATE_PHYSICS            Friday     12:00PM     01:50PM 
PHYS  4720-01    SOLID_STATE_PHYSICS            Friday     12:00PM     01:50PM 
STSS  4967-10    PD2_TECH_ISSUES_&_SOLUTIONS    Friday     02:00PM     03:50PM 
31 entries

Room CARNEG_102
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
MATH  1010-49    CALCULUS_I                      Monday     09:00AM     09:50AM 
MGMT  7960-01    SEMIAR_IN_ORG_BEHAVIOR          Tuesday    09:00AM     11:50AM 
PHYS  1960-01    PHYSICS_MENTORING_FOR_FRESHMEN  Wednesday  10:00AM     10:50AM 
PHYS  1960-02    PHYSICS_MENTORING_FOR_FRESHMEN  Wednesday  11:00AM     11:50AM 
PHYS  1960-03    PHYSICS_MENTORING_FOR_FRESHMEN  Wednesday  12:00PM     12:50PM 
MATH  1010-33    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
MATH  1010-35    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
MATH  1010-37    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
MATH  1010-39    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
MATH  1010-41    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
MATH  1010-43    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
MATH  1010-45    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
MATH  1010-47    CALCULUS_I                      Wednesday  01:00PM     01:50PM 
COGS  6570-01    ADVANCED_BEHAVIORAL_STATISTICS  Wednesday  02:00PM     05:50PM 
PHYS  1960-08    PHYSICS_MENTORING_FOR_FRESHMEN  Wednesday  06:00PM     06:50PM 
MATH  1010-50    CALCULUS_I                      Thursday   09:00AM     09:50AM 
PHYS  1960-04    PHYSICS_MENTORING_FOR_FRESHMEN  Thursday   01:00PM     01:50PM 
PHYS  1960-11    PHYSICS_MENTORING_FOR_FRESHMEN  Thursday   05:00PM     05:50PM 
PHYS  1960-12    PHYSICS_MENTORING_FOR_FRESHMEN  Thursday   06:00PM     06:50PM 
PHYS  1960-15    PHYSICS_MENTORING_FOR_FRESHMEN  Friday     09:00AM     09:50AM 
20 entries

Room CARNEG_106
Dept  Coursenum  Class Title              Day       Start Time  End Time
----  ---------  -----------------------  --------  ----------  --------
MGMT  2300-03    FINANCIAL_ACCOUNTING     Monday    10:00AM     11:50AM 
BIOL  1010-06    INTRODUCTION_TO_BIOLOGY  Monday    12:00PM     01:50PM 
CIVL  6310-01    ADV_CONCRETE_STRUCTURES  Monday    02:00PM     03:50PM 
MGMT  1260-02    BUSINESS_LAW_AND_ETHICS  Tuesday   08:00AM     09:50AM 
MGMT  1260-01    BUSINESS_LAW_AND_ETHICS  Tuesday   10:00AM     11:50AM 
IHSS  1410-01    CENTURY_OF_THE_GENE      Tuesday   12:00PM     01:50PM 
MGMT  2300-03    FINANCIAL_ACCOUNTING     Thursday  10:00AM     11:50AM 
BIOL  1010-06    INTRODUCTION_TO_BIOLOGY  Thursday  12:00PM     01:50PM 
CIVL  6310-01    ADV_CONCRETE_STRUCTURES  Thursday  02:00PM     03:50PM 
MGMT  1260-02    BUSINESS_LAW_AND_ETHICS  Friday    08:00AM     09:50AM 
MGMT  1260-01    BUSINESS_LAW_AND_ETHICS  Friday    10:00AM     11:50AM 
IHSS  1410-01    CENTURY_OF_THE_GENE      Friday    12:00PM     01:50PM 
12 entries

Room CARNEG_112
Dept  Coursenum  Class Title                   Day       Start Time  End Time
----  ---------  ----------------------------  --------  ----------  --------
BMED  4580-01    BIOMEDICAL_FLUID_MECHANICS    Monday    08:30AM     09:50AM 
BMED  6480-01    BIOMEDICAL_FLUID_MECHANICS    Monday    08:30AM     09:50AM 
ARCH  5100-01    HISTORY,_THEORY,_CRITICISM_I  Monday    10:00AM     11:20AM 
MATP  4600-01    PROB_THEORY_&_APPLICATIONS    Tuesday   02:00PM     03:50PM 
BMED  4580-01    BIOMEDICAL_FLUID_MECHANICS    Thursday  08:30AM     09:50AM 
BMED  6480-01    BIOMEDICAL_FLUID_MECHANICS    Thursday  08:30AM     09:50AM 
ARCH  5100-01    HISTORY,_THEORY,_CRITICISM_I  Thursday  10:00AM     11:20AM 
MATP  4600-01    PROB_THEORY_&_APPLICATIONS    Friday    02:00PM     03:50PM 
8 entries

Room CARNEG_113
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
ARCH  2150-01    THE_ETHOS_OF_ARCHITECTURE       Monday     10:00AM     11:20AM 
PSYC  4740-01    PSYCHOLOGY_AND_THE_LAW          Monday     12:00PM     01:50PM 
CIVL  2630-01    INTRO_TO_GEOTECHNICAL_ENGR      Monday     02:00PM     03:50PM 
CIVL  2630-02    INTRO_TO_GEOTECHNICAL_ENGR      Monday     02:00PM     03:50PM 
CIVL  2630-03    INTRO_TO_GEOTECHNICAL_ENGR      Monday     02:00PM     03:50PM 
CIVL  2630-04    INTRO_TO_GEOTECHNICAL_ENGR      Monday     02:00PM     03:50PM 
CIVL  2630-05    INTRO_TO_GEOTECHNICAL_ENGR      Monday     02:00PM     03:50PM 
CSCI  1190-01    BEGINNING_PROG_FOR_ENG          Monday     04:00PM     05:50PM 
CSCI  1190-02    BEGINNING_PROG_FOR_ENG          Monday     04:00PM     05:50PM 
CSCI  1190-03    BEGINNING_PROG_FOR_ENG          Monday     04:00PM     05:50PM 
CSCI  1190-04    BEGINNING_PROG_FOR_ENG          Monday     04:00PM     05:50PM 
MANE  4050-01    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    08:00AM     09:50AM 
MANE  4050-02    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    08:00AM     09:50AM 
MANE  4050-03    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    08:00AM     09:50AM 
MANE  4050-04    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    08:00AM     09:50AM 
MANE  4050-05    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    08:00AM     09:50AM 
MANE  4050-06    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    10:00AM     11:50AM 
MANE  4050-07    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    10:00AM     11:50AM 
MANE  4050-08    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    10:00AM     11:50AM 
MANE  4050-09    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    10:00AM     11:50AM 
MANE  4050-10    MODELING_AND_CONTRL_OF_DYN_SYS  Tuesday    10:00AM     11:50AM 
MANE  4800-01    BOUND_LAY_&_HEAT_TRANS          Tuesday    12:00PM     01:20PM 
ARCH  2510-01    MATERIALS_AND_DESIGN            Wednesday  10:00AM     11:50AM 
ARCH  5300-01    MATERIALS_&_CONSTRUCTION_STMS   Wednesday  10:00AM     01:50PM 
ARCH  2350-01    CONSTRUCTION_SYSTEMS            Wednesday  12:00PM     01:50PM 
CSCI  2500-03    COMPUTER_ORGANIZATION           Wednesday  02:00PM     03:50PM 
ARCH  2150-01    THE_ETHOS_OF_ARCHITECTURE       Thursday   10:00AM     11:20AM 
PSYC  4740-01    PSYCHOLOGY_AND_THE_LAW          Thursday   12:00PM     01:50PM 
CIVL  2630-01    INTRO_TO_GEOTECHNICAL_ENGR      Thursday   02:00PM     03:50PM 
CIVL  2630-02    INTRO_TO_GEOTECHNICAL_ENGR      Thursday   02:00PM     03:50PM 
CIVL  2630-03    INTRO_TO_GEOTECHNICAL_ENGR      Thursday   02:00PM     03:50PM 
CIVL  2630-04    INTRO_TO_GEOTECHNICAL_ENGR      Thursday   02:00PM     03:50PM 
CIVL  2630-05    INTRO_TO_GEOTECHNICAL_ENGR      Thursday   02:00PM     03:50PM 
MANE  4050-01    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     08:00AM     09:50AM 
MANE  4050-02    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     08:00AM     09:50AM 
MANE  4050-03    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     08:00AM     09:50AM 
MANE  4050-04    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     08:00AM     09:50AM 
MANE  4050-05    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     08:00AM     09:50AM 
MANE  4050-06    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     10:00AM     11:50AM 
MANE  4050-07    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     10:00AM     11:50AM 
MANE  4050-08    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     10:00AM     11:50AM 
MANE  4050-09    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     10:00AM     11:50AM 
MANE  4050-10    MODELING_AND_CONTRL_OF_DYN_SYS  Friday     10:00AM     11:50AM 
MANE  4800-01    BOUND_LAY_&_HEAT_TRANS          Friday     12:00PM     01:20PM 
44 entries

Room CARNEG_201
Dept  Coursenum  Class Title                   Day       Start Time  End Time
----  ---------  ----------------------------  --------  ----------  --------
PHIL  1110-01    INTRO_TO_PHILOSOPHY           Monday    10:00AM     11:50AM 
CSCI  4120-01    COMPUTATIONAL_FINANCE         Monday    12:00PM     01:50PM 
CSCI  6120-01    COMPUTATIONAL_FINANCE         Monday    12:00PM     01:50PM 
MANE  2400-01    FUNDAMENTALS_OF_NUCLEAR_ENGR  Monday    02:00PM     03:50PM 
STSS  4967-04    PD2_TECH_ISSUES_&_SOLUTIONS   Tuesday   08:00AM     09:50AM 
MANE  4960-01    RADIOACTIVE_WASTE_MANAGEMENT  Tuesday   10:00AM     11:20AM 
MANE  6320-01    RADIOACTIVE_WASTE_MGMT        Tuesday   10:00AM     11:20AM 
PHIL  1110-01    INTRO_TO_PHILOSOPHY           Thursday  10:00AM     11:50AM 
CSCI  4120-01    COMPUTATIONAL_FINANCE         Thursday  12:00PM     01:50PM 
CSCI  6120-01    COMPUTATIONAL_FINANCE         Thursday  12:00PM     01:50PM 
MANE  2400-01    FUNDAMENTALS_OF_NUCLEAR_ENGR  Thursday  02:00PM     03:50PM 
STSS  4967-05    PD2_TECH_ISSUES_&_SOLUTIONS   Friday    08:00AM     09:50AM 
MANE  4960-01    RADIOACTIVE_WASTE_MANAGEMENT  Friday    10:00AM     11:20AM 
MANE  6320-01    RADIOACTIVE_WASTE_MGMT        Friday    10:00AM     11:20AM 
MGMT  7820-01    FOUNDATIONS_OF_MGMT_THOUGHT   Friday    02:00PM     05:00PM 
15 entries

Room CARNEG_205
Dept  Coursenum  Class Title                   Day        Start Time  End Time
----  ---------  ----------------------------  ---------  ----------  --------
COMM  4420-02    FOUNDATIONS_OF_HCI_USABILITY  Monday     02:00PM     03:50PM 
COMM  6420-02    FOUNDATIONS_OF_HCI_USABILITY  Monday     02:00PM     03:50PM 
PSYC  4962-01    PHYSICS_MEETS_SOCIAL_SCIENCE  Tuesday    12:00PM     01:50PM 
MATH  1010-09    CALCULUS_I                    Wednesday  10:00AM     10:50AM 
MATH  1010-11    CALCULUS_I                    Wednesday  10:00AM     10:50AM 
MATH  1010-13    CALCULUS_I                    Wednesday  10:00AM     10:50AM 
ARCH  6964-01    ADVANCED_DIGITAL_DESIGN_I     Thursday   09:00AM     10:50AM 
ARCH  6960-01    ARCHITECTURAL_VISUALIZATION   Thursday   11:00AM     12:50PM 
COMM  4420-02    FOUNDATIONS_OF_HCI_USABILITY  Thursday   02:00PM     03:50PM 
COMM  6420-02    FOUNDATIONS_OF_HCI_USABILITY  Thursday   02:00PM     03:50PM 
PSYC  4962-01    PHYSICS_MEETS_SOCIAL_SCIENCE  Friday     12:00PM     01:50PM 
11 entries

Room CARNEG_206
Dept  Coursenum  Class Title                     Day       Start Time  End Time
----  ---------  ------------------------------  --------  ----------  --------
MATH  2010-21    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Monday    08:00AM     08:50AM 
MATH  2010-23    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Monday    09:00AM     09:50AM 
MANE  4710-01    HEAT_TRANSFER                   Monday    10:00AM     11:50AM 
MANE  6961-01    ADVANCED_HEAT_TRANSFER          Monday    10:00AM     11:50AM 
ARCH  4750-01    SUSTAINABLE_BLDING_DES_METRICS  Monday    06:00PM     07:50PM 
IHSS  1974-01    DESIGN_AS_A_GLOBAL_CHALLENGE    Tuesday   10:00AM     11:50AM 
PSYC  4963-01    MODELS_OF_MENTAL_PROCESSES      Tuesday   02:00PM     03:50PM 
MATH  2010-22    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Thursday  08:00AM     08:50AM 
MATH  2010-24    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Thursday  09:00AM     09:50AM 
MANE  4710-01    HEAT_TRANSFER                   Thursday  10:00AM     11:50AM 
MANE  6961-01    ADVANCED_HEAT_TRANSFER          Thursday  10:00AM     11:50AM 
IHSS  1974-01    DESIGN_AS_A_GLOBAL_CHALLENGE    Friday    10:00AM     11:50AM 
PSYC  4963-01    MODELS_OF_MENTAL_PROCESSES      Friday    02:00PM     03:50PM 
13 entries

Room CARNEG_208
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
MATH  2010-25    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Monday     09:00AM     09:50AM 
MTLE  4250-01    MECH_PROPERTIES_OF_MATERIALS    Monday     10:00AM     11:50AM 
MTLE  4250-02    MECH_PROPERTIES_OF_MATERIALS    Monday     10:00AM     11:50AM 
MGMT  4220-01    ACCT_INFO_SYSTEMS               Monday     12:00PM     01:50PM 
MATH  4740-01    INTRO_TO_FINL_MATH_AND_ENGR     Monday     02:00PM     03:50PM 
CSCI  1100-02    COMPUTER_SCIENCE_I              Tuesday    10:00AM     11:50AM 
PSYC  4960-01    EMPATHY_AND_EMOTIONS            Tuesday    12:00PM     01:50PM 
COGS  4962-01    EMPATHY_AND_EMOTIONS            Tuesday    12:00PM     01:50PM 
MATH  6500-01    PARTIAL_DIFFERENTIAL_EQUATIONS  Tuesday    02:00PM     03:50PM 
STSS  4967-01    PD2_TECH_ISSUES_&_SOLUTIONS     Wednesday  02:00PM     03:50PM 
MATH  2010-26    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Thursday   09:00AM     09:50AM 
MTLE  4250-01    MECH_PROPERTIES_OF_MATERIALS    Thursday   10:00AM     11:50AM 
MTLE  4250-02    MECH_PROPERTIES_OF_MATERIALS    Thursday   10:00AM     11:50AM 
MGMT  4220-01    ACCT_INFO_SYSTEMS               Thursday   12:00PM     01:50PM 
MATH  4740-01    INTRO_TO_FINL_MATH_AND_ENGR     Thursday   02:00PM     03:50PM 
PSYC  4960-01    EMPATHY_AND_EMOTIONS            Friday     12:00PM     01:50PM 
COGS  4962-01    EMPATHY_AND_EMOTIONS            Friday     12:00PM     01:50PM 
MATH  6500-01    PARTIAL_DIFFERENTIAL_EQUATIONS  Friday     02:00PM     03:50PM 
18 entries

Room CARNEG_210
Dept  Coursenum  Class Title                    Day        Start Time  End Time
----  ---------  -----------------------------  ---------  ----------  --------
MANE  6962-01    EXPERIMENTAL_MECHANICS         Monday     10:00AM     11:50AM 
ISYE  4260-01    HUMAN_PERF_MODELING_&_SUPPORT  Monday     12:00PM     01:20PM 
COGS  4967-01    HUMAN_PERF_MODELING_&_SUPPORT  Monday     12:00PM     01:20PM 
IHSS  1976-02    THE_GENOME_AND_YOU             Monday     02:00PM     03:50PM 
MATH  6820-01    NUMERICAL_SOL_OF_ODES          Tuesday    10:00AM     11:50AM 
MATP  6600-01    INTRODUCTION_TO_OPTIMIZATION   Tuesday    12:00PM     01:50PM 
ISYE  6780-01    INTRODUCTION_TO_OPTIMIZATION   Tuesday    12:00PM     01:50PM 
MATH  1020-17    CALCULUS_II                    Tuesday    02:00PM     02:50PM 
MATH  1020-19    CALCULUS_II                    Tuesday    03:00PM     03:50PM 
ISYE  6900-01    SEMINAR_IN_ISYE_RESEARCH       Wednesday  09:00AM     09:50AM 
MANE  6962-01    EXPERIMENTAL_MECHANICS         Thursday   10:00AM     11:50AM 
ISYE  4260-01    HUMAN_PERF_MODELING_&_SUPPORT  Thursday   12:00PM     01:20PM 
COGS  4967-01    HUMAN_PERF_MODELING_&_SUPPORT  Thursday   12:00PM     01:20PM 
IHSS  1976-02    THE_GENOME_AND_YOU             Thursday   02:00PM     03:50PM 
MATH  6820-01    NUMERICAL_SOL_OF_ODES          Friday     10:00AM     11:50AM 
MATP  6600-01    INTRODUCTION_TO_OPTIMIZATION   Friday     12:00PM     01:50PM 
ISYE  6780-01    INTRODUCTION_TO_OPTIMIZATION   Friday     12:00PM     01:50PM 
MATH  1020-18    CALCULUS_II                    Friday     02:00PM     02:50PM 
MATH  1020-20    CALCULUS_II                    Friday     03:00PM     03:50PM 
19 entries

Room CBIS_
Dept  Coursenum  Class Title                    Day     Start Time  End Time
----  ---------  -----------------------------  ------  ----------  --------
BIOL  6962-01    ETHICAL_CONSID_IN_AD_RESEARCH  Monday  03:00PM     05:20PM 
CHEM  6962-01    ETHICAL_CONSID_IN_AD_RESEARCH  Monday  03:00PM     05:20PM 
BIOL  6963-01    ETHICAL_CONSID_IN_BIOTECH      Monday  03:00PM     05:20PM 
3 entries

Room COGSWL_113
Dept  Coursenum  Class Title            Day       Start Time  End Time
----  ---------  ---------------------  --------  ----------  --------
CHEM  4020-01    EXPERIMENTAL_CHEM_III  Monday    01:00PM     04:50PM 
CHEM  4020-01    EXPERIMENTAL_CHEM_III  Thursday  01:00PM     04:50PM 
2 entries

Room DARRIN_232
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
USAF  2070-01    AIR_AND_SPACE_STUDIES_400A      Monday     07:00AM     09:50AM 
MATH  2010-13    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Tuesday    08:00AM     08:50AM 
MATH  2010-15    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Tuesday    09:00AM     09:50AM 
COGS  4410-01    PROGRAMMING_FOR_COG_SCI_&_AI    Tuesday    10:00AM     11:50AM 
CSCI  4966-01    PROGRAMMING_FOR_COG_SCI_&_AI    Tuesday    10:00AM     11:50AM 
COGS  6410-01    PROGRAMMING_FOR_COG_SCI_&_AI    Tuesday    10:00AM     11:50AM 
MATH  2400-13    INTRO_DIFFERENTIAL_EQUATIONS    Tuesday    12:00PM     12:50PM 
MATH  2400-15    INTRO_DIFFERENTIAL_EQUATIONS    Tuesday    01:00PM     01:50PM 
ASTR  4220-01    ASTROPHYSICS                    Tuesday    02:00PM     03:50PM 
ARCH  4890-01    ENGINEERING_ACOUSTICS           Wednesday  10:00AM     12:50PM 
ARCH  6840-01    ENGINEERING_ACOUSTICS           Wednesday  10:00AM     12:50PM 
USAF  2030-01    AIR_AND_SPACE_STUDIES_200A      Thursday   09:00AM     09:50AM 
BMED  4960-01    BME_SEMINAR                     Thursday   02:30PM     03:50PM 
BMED  6960-01    BME_SEMINAR                     Thursday   02:30PM     03:50PM 
MATH  2010-14    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Friday     08:00AM     08:50AM 
MATH  2010-16    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Friday     09:00AM     09:50AM 
COGS  4410-01    PROGRAMMING_FOR_COG_SCI_&_AI    Friday     10:00AM     11:50AM 
CSCI  4966-01    PROGRAMMING_FOR_COG_SCI_&_AI    Friday     10:00AM     11:50AM 
COGS  6410-01    PROGRAMMING_FOR_COG_SCI_&_AI    Friday     10:00AM     11:50AM 
MATH  2400-14    INTRO_DIFFERENTIAL_EQUATIONS    Friday     12:00PM     12:50PM 
